train/reward,train/n_updates,train/actor_loss,time/time_elapsed,time/episodes,train/critic_loss,time/fps,train/learning_rate,time/total_timesteps
2.9625297,11471,37.06202697753906,146,4,430.6611328125,79,0.001,11572
2.9625297,23043,11.791513442993164,291,8,28.019216537475586,79,0.001,23144
2.9625297,34615,-1.0832655429840088,436,12,7.8247389793396,79,0.001,34716
2.9625297,46187,-0.8436439037322998,577,16,6.53472375869751,80,0.001,46288
